"","ip","date","time","cik","accession","extention","size","frequencyCounter","cikDownloaded","LM"
"678","124.247.238.jbf","2011-02-11",1297402721,23019,"0000000000-05-047092","filename1.txt",3309,562,150,"robot"
"679","124.247.238.jbf","2011-02-11",1297402691,1099358,"0000000000-07-029358","filename1.pdf",58542,562,150,"robot"
"680","115.108.68.fca","2011-02-11",1297402589,710507,"0001085204-06-000053","fbi10q093006.txt",257428,49,37,"human"
"681","120.28.235.bch","2011-02-11",1297402567,912365,"0000950123-11-009083","k50016sc13g.htm",77870,67,24,"robot"
"682","78.34.139.gig","2011-02-11",1297402508,50957,"0000950123-10-020129","c56137e10vk.htm",1042948,1,1,"human"
"683","202.129.197.dbe","2011-02-11",1297402497,757011,"0000950123-11-011474","c12193e8vk.htm",6982,143,75,"robot"
"684","202.129.197.dbe","2011-02-11",1297402246,1292900,"0001047469-10-002723","a2197377zdef14a.htm",693394,143,75,"robot"
"685","124.247.238.jbf","2011-02-11",1297402227,1365555,"0001144204-06-040059","filename7.htm",259614,562,150,"robot"
"686","124.247.238.jbf","2011-02-11",1297402148,1365555,"0001144204-06-038276","filename1.htm",342894,562,150,"robot"
"687","124.247.238.jbf","2011-02-11",1297402068,1365555,"0001144204-06-035929","filename1.htm",105011,562,150,"robot"
"688","115.108.68.fca","2011-02-11",1297401997,1140300,"0001019687-06-001916","voyager_10q-081406.txt",143887,49,37,"human"
"689","120.28.235.bch","2011-02-11",1297401973,783005,"0000950123-11-001892","c10773e10vq.htm",585073,67,24,"robot"
"690","115.108.68.fca","2011-02-11",1297401757,1498021,"0001188112-10-002452","t68491_s-1.htm",3744433,49,37,"human"
"691","202.129.197.dbe","2011-02-11",1297401522,707549,"0001193125-11-030850","d8k.htm",16662,143,75,"robot"
"692","124.247.238.jbf","2011-02-11",1297401467,1044577,"0000000000-09-002724","filename1.pdf",55183,562,150,"robot"
"693","120.28.235.bch","2011-02-11",1297401220,783005,"0001193125-11-024450","dsc13da.htm",79040,67,24,"robot"
"694","124.247.238.jbf","2011-02-11",1297401209,838879,"0001144204-10-044940","v194198_10q.htm",1230283,562,150,"robot"
"695","124.247.238.jbf","2011-02-11",1297401151,838879,"0000950123-10-052448","a56178e10vq.htm",363662,562,150,"robot"
"696","124.247.238.jbf","2011-02-11",1297401121,838879,"0000950123-10-035261","a55789e10vk.htm",1302491,562,150,"robot"
"697","124.247.238.jbf","2011-02-11",1297401075,838879,"0000892569-09-000401","a51352b1e10vk.htm",1100636,562,150,"robot"
"698","124.247.238.jbf","2011-02-11",1297401046,1413594,"0001104659-10-054713","a10-20187_14017ga.htm",31603,562,150,"robot"
"699","202.129.197.dbe","2011-02-11",1297400949,1011006,"0001193125-11-030841","dex991.htm",5688,143,75,"robot"
"700","202.129.197.dbe","2011-02-11",1297400924,1011006,"0001193125-11-030841","d8k.htm",17504,143,75,"robot"
"701","202.129.197.dbe","2011-02-11",1297400923,65759,"0001010549-11-000144","micro10kex322113010.htm",7700,143,75,"robot"
"702","202.129.197.dbe","2011-02-11",1297400913,65759,"0001010549-11-000144","micro10kex321113010.htm",7016,143,75,"robot"
"703","202.129.197.dbe","2011-02-11",1297400899,65759,"0001010549-11-000144","micro10kex312113010.htm",14251,143,75,"robot"
"704","202.129.197.dbe","2011-02-11",1297400892,65759,"0001010549-11-000144","micro10kex311113010.htm",14022,143,75,"robot"
"705","124.247.238.jbf","2011-02-11",1297400874,1063561,"0001047469-10-010504","a2201450z10-k.htm",2290929,562,150,"robot"
"706","124.247.238.jbf","2011-02-11",1297400761,924940,"0001193125-10-170569","d10ka.htm",365155,562,150,"robot"
"707","124.247.238.jbf","2011-02-11",1297400737,924940,"0000950123-10-072151","c04124e10vq.htm",191622,562,150,"robot"
"708","124.247.238.jbf","2011-02-11",1297400723,924940,"0001193125-10-210713","dprem14a.htm",1127349,562,150,"robot"
"709","124.247.238.jbf","2011-02-11",1297400662,919745,"0001193125-10-258832","d10q.htm",346494,562,150,"robot"
"710","124.247.238.jbf","2011-02-11",1297400660,838879,"0000950123-10-035261","a55789e10vk.htm",1302491,562,150,"robot"
"711","124.247.238.jbf","2011-02-11",1297400654,838879,"0001144204-10-062890","v203402_10q.htm",1813191,562,150,"robot"
"712","124.247.238.jbf","2011-02-11",1297400645,919745,"0001193125-10-211462","ds1a.htm",1487819,562,150,"robot"
"713","124.247.238.jbf","2011-02-11",1297400592,908259,"0000950123-10-077226","b81614e10vq.htm",416472,562,150,"robot"
"714","124.247.238.jbf","2011-02-11",1297400574,908259,"0000950123-10-104893","b82939e10vq.htm",437929,562,150,"robot"
"715","124.247.238.jbf","2011-02-11",1297400490,899723,"0000950123-10-073291","l39975e10vq.htm",583001,562,150,"robot"
"716","124.247.238.jbf","2011-02-11",1297400478,899723,"0000950123-10-100689","l40834e10vq.htm",590753,562,150,"robot"
"717","124.247.238.jbf","2011-02-11",1297400429,899723,"0000950123-10-017038","l38672e10vk.htm",1675981,562,150,"robot"
"718","124.247.238.jbf","2011-02-11",1297400389,890926,"0001193125-10-046168","d10k.htm",4534338,562,150,"robot"
"719","124.247.238.jbf","2011-02-11",1297400363,890926,"0001193125-09-048930","d10k.htm",4214030,562,150,"robot"
"720","124.247.238.jbf","2011-02-11",1297400329,1413594,"0001104659-08-008599","a08-4753_1n14.htm",11671182,562,150,"robot"
"721","124.247.238.jbf","2011-02-11",1297400230,886835,"0000950123-10-017930","h69807e10vk.htm",1284848,562,150,"robot"
"722","124.247.238.jbf","2011-02-11",1297400168,1412126,"0000930413-10-005763","c63370_10q.htm",203928,562,150,"robot"
"723","124.247.238.jbf","2011-02-11",1297400168,860518,"0001144204-10-054531","v199451_10k.htm",1954465,562,150,"robot"
"724","124.247.238.jbf","2011-02-11",1297400147,860518,"0001144204-10-066265","v205402_10q.htm",989887,562,150,"robot"
"725","124.247.238.jbf","2011-02-11",1297399973,723612,"0001193125-10-286754","ds4a.htm",309448,562,150,"robot"
"726","115.108.68.fca","2011-02-11",1297399949,1075206,"0001001277-06-000210","for033106.txt",116531,49,37,"human"
"727","124.247.238.jbf","2011-02-11",1297399874,827054,"0001140361-10-023724","form10_k.htm",2178302,562,150,"robot"
"728","124.247.238.jbf","2011-02-11",1297399821,723612,"0001193125-10-180509","d10q.htm",1230949,562,150,"robot"
"729","124.247.238.jbf","2011-02-11",1297399810,723612,"0001193125-10-250180","d10q.htm",1370129,562,150,"robot"
"730","124.247.238.jbf","2011-02-11",1297399779,1328571,"0001193125-10-250106","d10q.htm",718029,562,150,"robot"
"731","124.247.238.jbf","2011-02-11",1297399773,723612,"0001193125-10-265312","ds4.htm",1075375,562,150,"robot"
"732","202.129.197.dbe","2011-02-11",1297399761,36047,"0001193125-11-030825","dex991.htm",8694,143,75,"robot"
"733","202.129.197.dbe","2011-02-11",1297399757,36047,"0001193125-11-030825","d8k.htm",15287,143,75,"robot"
"734","124.247.238.jbf","2011-02-11",1297399708,13547,"0001144204-10-042682","v193042_10q.htm",507258,562,150,"robot"
"735","124.247.238.jbf","2011-02-11",1297399699,13547,"0001144204-10-059338","v201625_10q.htm",525296,562,150,"robot"
"736","124.247.238.jbf","2011-02-11",1297399669,13547,"0001144204-10-012959","v176957_10k.htm",1379114,562,150,"robot"
"737","124.247.238.jbf","2011-02-11",1297399662,1196298,"0001144204-10-059652","v202137_10q.htm",439279,562,150,"robot"
"738","202.129.197.dbe","2011-02-11",1297399025,36047,"0001193125-11-030825","dex991.htm",8694,143,75,"robot"
"739","202.129.197.dbe","2011-02-11",1297399020,36047,"0001193125-11-030825","d8k.htm",15287,143,75,"robot"
"740","115.108.68.fca","2011-02-11",1297398802,1168081,"0001144204-10-059304","v200790_s1a.htm",2287346,49,37,"human"
"741","115.108.68.fca","2011-02-11",1297398722,1097631,"0000948520-06-000141","fsb10qsb1-06.txt",70882,49,37,"human"
"742","67.188.92.fca","2011-02-11",1297398548,892160,"0001144204-11-006589",".txt",88833,2,1,"human"
"743","67.188.92.fca","2011-02-11",1297398527,892160,"0001144204-11-006589","v210387_424b3.htm",53860,2,1,"human"
"744","202.129.197.dbe","2011-02-11",1297398242,50104,"0000050104-11-000017","ex99_1.htm",11341,143,75,"robot"
"745","202.129.197.dbe","2011-02-11",1297397670,50104,"0000050104-11-000017","ex99_1.htm",11341,143,75,"robot"
"746","202.129.197.dbe","2011-02-11",1297397663,50104,"0000050104-11-000017","form8-k.htm",41851,143,75,"robot"
"747","124.247.238.jbf","2011-02-11",1297397645,1398403,"0000000000-09-002297","filename1.pdf",60675,562,150,"robot"
"748","120.28.235.bch","2011-02-11",1297397123,1410132,"0001140905-11-000006","pdos8k0118111ex161.htm",520,67,24,"robot"
"749","120.28.235.bch","2011-02-11",1297397114,1410132,"0001140905-11-000009","pdos8ka020211ex161.htm",520,67,24,"robot"
"750","115.108.68.fca","2011-02-11",1297397090,1430682,"0001144204-10-043500","v193422_s1a.htm",2335554,49,37,"human"
"751","120.28.235.bch","2011-02-11",1297397035,1410132,"0001140905-11-000006","pdos8kauditor0118111_21.htm",13556,67,24,"robot"
"752","120.28.235.bch","2011-02-11",1297397023,1410132,"0001140905-11-000008","pdos8kloan0127111.htm",17053,67,24,"robot"
"753","124.247.238.jbf","2011-02-11",1297396932,1403240,"0000000000-08-049782","filename1.pdf",59849,562,150,"robot"
"754","91.64.60.ahd","2011-02-11",1297396872,1429896,"0001096906-11-000200","acar10q20101231.htm",480914,1,1,"human"
"755","120.28.235.bch","2011-02-11",1297396841,1410132,"0001140905-11-000009","pdos8kauditor0020211_amended.htm",30854,67,24,"robot"
"756","120.28.235.bch","2011-02-11",1297396802,1410132,"0001140905-11-000009","pdos8kauditor0020211_amended.htm",30854,67,24,"robot"
"757","124.247.238.jbf","2011-02-11",1297396700,1403240,"0000000000-08-049781","filename1.pdf",68241,562,150,"robot"
"758","124.247.238.jbf","2011-02-11",1297396643,1403240,"0000000000-08-049778","filename1.pdf",90531,562,150,"robot"
"759","213.226.236.baj","2011-02-11",1297396622,732712,"0001193125-11-030842","dsctot.htm",58575,34,27,"human"
"760","120.28.235.bch","2011-02-11",1297396549,1034592,"0001193125-11-023955","dsc13ga.htm",49863,67,24,"robot"
"761","213.226.236.baj","2011-02-11",1297396540,21510,"0001047469-11-000703","a2201841zscto-i.htm",55455,34,27,"human"
"762","124.247.238.jbf","2011-02-11",1297396528,1403240,"0000000000-08-049777","filename1.pdf",277307,562,150,"robot"
"763","213.226.236.baj","2011-02-11",1297396522,1449732,"0000950123-11-011689","h79520sctovi.htm",35663,34,27,"human"
"764","120.28.235.bch","2011-02-11",1297396447,1034592,"0001193125-10-260577","d10q.htm",1051865,67,24,"robot"
"765","213.226.236.baj","2011-02-11",1297396272,1076930,"0001193125-10-279483","d10q.htm",985512,34,27,"human"
"766","213.226.236.baj","2011-02-11",1297396256,1076930,"0001193125-10-289929","d8k.htm",18048,34,27,"human"
"767","213.226.236.baj","2011-02-11",1297396236,1076930,"0001193125-11-029050","d8k.htm",20366,34,27,"human"
"768","120.28.235.bch","2011-02-11",1297396209,1034592,"0001193125-11-023950","dsc13ga.htm",51862,67,24,"robot"
"769","213.226.236.baj","2011-02-11",1297396200,1506307,"0001047469-11-000448","a2201467zs-1a.htm",8250750,34,27,"human"
"770","120.28.235.bch","2011-02-11",1297396168,885708,"0000950123-11-009334","c62809e13fvnt.txt",3260,67,24,"robot"
"771","213.226.236.baj","2011-02-11",1297396160,1127579,"0001193125-11-021943","ds1a.htm",2293573,34,27,"human"
"772","120.28.235.bch","2011-02-11",1297395944,1320934,"0001086364-11-003125","internationalcoalgrs123110.txt",11294,67,24,"robot"
"773","124.247.238.jbf","2011-02-11",1297395652,1398403,"9999999997-08-022122",".paper",292,562,150,"robot"
"774","124.247.238.jbf","2011-02-11",1297395506,1398403,"0000000000-09-002249","filename1.pdf",78382,562,150,"robot"
"775","120.28.235.bch","2011-02-11",1297395481,1320934,"0001320934-10-000041","frm10-q.htm",1772292,67,24,"robot"
"776","124.247.238.jbf","2011-02-11",1297395447,1403256,"0001193125-08-064885","d10k.htm",1875430,562,150,"robot"
"777","115.108.68.fca","2011-02-11",1297395442,1012771,"0001012771-10-000046","fbl10q2010q3.htm",3476185,49,37,"human"
"778","115.108.68.fca","2011-02-11",1297395350,1012771,"0001012771-10-000020","fbl10q2010q2.htm",3406178,49,37,"human"
"779","124.247.238.jbf","2011-02-11",1297395300,1403256,"0001193125-09-052250","d10k.htm",1847108,562,150,"robot"
"780","120.28.235.bch","2011-02-11",1297395243,1133521,"0000906344-11-000041","intlcoal_13g-a1.htm",107831,67,24,"robot"
"781","115.108.68.fca","2011-02-11",1297395143,1010247,"0001010247-10-000050","fpic201093010q.htm",2273917,49,37,"human"
"782","115.108.68.fca","2011-02-11",1297395142,1010247,"0001010247-10-000050","fpic201093010q.htm",2273917,49,37,"human"
"783","120.28.235.bch","2011-02-11",1297395135,1330849,"0000950123-10-096801","h77065e10vq.htm",542322,67,24,"robot"
"784","202.129.197.dbe","2011-02-11",1297395115,1061507,"0001193125-11-030649","dex991.htm",269839,143,75,"robot"
"785","124.247.238.jbf","2011-02-11",1297395112,1398403,"0000000000-09-002248","filename1.pdf",200744,562,150,"robot"
"786","115.108.68.fca","2011-02-11",1297395037,920112,"0000920112-10-000061","htlf10q093010.htm",1816926,49,37,"human"
"787","124.247.238.jbf","2011-02-11",1297395015,1403256,"0001193125-10-047954","d10k.htm",2075783,562,150,"robot"
"788","124.247.238.jbf","2011-02-11",1297395012,1403256,"0001193125-10-109003",".txt",972576,562,150,"robot"
"789","115.108.68.fca","2011-02-11",1297394985,904350,"0001144204-10-034080","v188535_s1a.htm",2603705,49,37,"human"
"790","120.28.235.bch","2011-02-11",1297394952,1330849,"0001086364-11-003038","herculesoffshoreinc123110.txt",11259,67,24,"robot"
"791","124.247.238.jbf","2011-02-11",1297394899,1398403,"0000000000-09-002247","filename1.pdf",271555,562,150,"robot"
"792","120.28.235.bch","2011-02-11",1297394810,1109242,"0000950123-10-103278","v57697e10vq.htm",1117867,67,24,"robot"
"793","124.247.238.jbf","2011-02-11",1297394776,1263872,"0001062993-10-002961","forms4a.htm",699870,562,150,"robot"
"794","124.247.238.jbf","2011-02-11",1297394762,1398403,"0000000000-09-002246","filename1.pdf",475018,562,150,"robot"
"795","124.247.238.jbf","2011-02-11",1297394700,1263872,"0001062993-10-002212","form20f.htm",312068,562,150,"robot"
"796","120.28.235.bch","2011-02-11",1297394693,1109242,"0001086364-11-003004","hanmifinancialcorp123110.txt",11270,67,24,"robot"
"797","124.247.238.jbf","2011-02-11",1297394589,1403676,"0001116502-07-002314","geltechprospectus424b3.htm",768147,562,150,"robot"
"798","124.247.238.jbf","2011-02-11",1297394573,1403676,"0001116502-07-002296","geltechform8a.htm",13684,562,150,"robot"
"799","124.247.238.jbf","2011-02-11",1297394560,1403676,"0001116502-07-002288","amendmentno3.htm",745456,562,150,"robot"
"800","115.108.68.fca","2011-02-11",1297394555,897723,"0000897723-10-000007","sanminasci2010070310q.htm",1294524,49,37,"human"
"801","124.247.238.jbf","2011-02-11",1297394527,1403676,"0001116502-08-000306","geltechs1.htm",769707,562,150,"robot"
"802","124.247.238.jbf","2011-02-11",1297394516,1398403,"0000000000-09-002245","filename1.pdf",939531,562,150,"robot"
"803","115.108.68.fca","2011-02-11",1297394515,1052257,"0001052257-10-000015","junes1a0610.htm",2075213,49,37,"human"
"804","124.247.238.jbf","2011-02-11",1297394498,1403676,"0001116502-08-000269","geltechsc13gpeter.htm",22350,562,150,"robot"
"805","115.108.68.fca","2011-02-11",1297394477,873044,"0000873044-10-000059","radisys9301010q.htm",1289166,49,37,"human"
"806","124.247.238.jbf","2011-02-11",1297394468,1403676,"0001116502-08-000261","geltech10q.htm",218382,562,150,"robot"
"807","124.247.238.jbf","2011-02-11",1297394433,1403676,"0001116502-07-001374","geltechsb2.htm",657074,562,150,"robot"
"808","115.108.68.fca","2011-02-11",1297394414,873044,"0000873044-10-000030","radisys6301010q.htm",1391214,49,37,"human"
"809","124.247.238.jbf","2011-02-11",1297394409,1403676,"0001116502-07-001883","geltechsb2a.htm",660098,562,150,"robot"
"810","115.108.68.fca","2011-02-11",1297394398,873044,"0000873044-10-000030",".txt",1505097,49,37,"human"
"811","124.247.238.jbf","2011-02-11",1297394373,1403676,"0001116502-07-002249","exhibit232.htm",1489,562,150,"robot"
"812","124.247.238.jbf","2011-02-11",1297394369,1403676,"0001116502-07-002249","exhibit231.htm",1505,562,150,"robot"
"813","124.247.238.jbf","2011-02-11",1297394343,1403676,"0001116502-08-001581","ex231.htm",1792,562,150,"robot"
"814","115.108.68.fca","2011-02-11",1297394313,867773,"0000867773-10-000045","spwra1003201010q.htm",2173540,49,37,"human"
"815","115.108.68.fca","2011-02-11",1297394309,867773,"0000867773-10-000045","spwra1003201010q.htm",2173540,49,37,"human"
"816","115.108.68.fca","2011-02-11",1297394240,865754,"0000865754-10-000006","shs2010q310q.htm",1099160,49,37,"human"
"817","115.108.68.fca","2011-02-11",1297394236,865754,"0000865754-10-000006","shs2010q310q.htm",1099160,49,37,"human"
"818","115.108.68.fca","2011-02-11",1297394234,865754,"0000865754-10-000006",".txt",1133071,49,37,"human"
"819","124.247.238.jbf","2011-02-11",1297394165,943946,"0001137171-10-000556","ex3.htm",9090,562,150,"robot"
"820","124.247.238.jbf","2011-02-11",1297394161,943946,"0001137171-10-000556","ex2.htm",12619,562,150,"robot"
"821","124.247.238.jbf","2011-02-11",1297394100,943946,"0001137171-10-000556","ex1.htm",315106,562,150,"robot"
"822","124.247.238.jbf","2011-02-11",1297394071,943946,"0001137171-10-000556","plaintree20f09292010.htm",466954,562,150,"robot"
"823","115.108.68.fca","2011-02-11",1297394051,799292,"0000799292-10-000030","mho2010093010q.htm",1783432,49,37,"human"
"824","115.108.68.fca","2011-02-11",1297393991,107687,"0000107687-10-000031","a2011q110q.htm",819521,49,37,"human"
"825","202.129.197.dbe","2011-02-11",1297393991,1430602,"0001193125-11-030057","d8k.htm",15394,143,75,"robot"
"826","115.108.68.fca","2011-02-11",1297393735,77877,"0000077877-10-000171","petrodev10qq3.htm",2551035,49,37,"human"
"827","202.129.197.dbe","2011-02-11",1297393703,1061983,"0001299933-11-000452","exhibit1.htm",7621,143,75,"robot"
"828","202.129.197.dbe","2011-02-11",1297393698,1061983,"0001299933-11-000452","htm_40696.htm",11177,143,75,"robot"
"829","124.247.238.jbf","2011-02-11",1297393696,1403676,"0001354488-10-003022","gltc_10k.htm",1545150,562,150,"robot"
"830","124.247.238.jbf","2011-02-11",1297393693,1403676,"0001354488-10-003571",".txt",899421,562,150,"robot"
"831","115.108.68.fca","2011-02-11",1297393597,1111816,"0001013762-10-000327","forms1.htm",2953798,49,37,"human"
"832","115.108.68.fca","2011-02-11",1297393192,13239,"0000013239-10-000004","momentivespecchem10q2010q3.htm",2242084,49,37,"human"
"833","115.108.68.fca","2011-02-11",1297393189,13239,"0000013239-10-000004","momentivespecchem10q2010q3.htm",2242084,49,37,"human"
"834","124.247.238.jbf","2011-02-11",1297392993,1412126,"0000000000-10-058982","filename1.pdf",57299,562,150,"robot"
"835","120.28.235.bch","2011-02-11",1297392959,1140028,"0001144204-10-059283","v201343_10q.htm",1226363,67,24,"robot"
"836","124.247.238.jbf","2011-02-11",1297392921,1196298,"0000000000-10-064186","filename1.pdf",42755,562,150,"robot"
"837","202.129.197.dbe","2011-02-11",1297392896,1082754,"0001193125-10-272247","d8k.htm",14883,143,75,"robot"
"838","115.108.68.fca","2011-02-11",1297392884,12400,"0000012400-10-000005","bhp10qq22010.htm",771588,49,37,"human"
"839","124.247.238.jbf","2011-02-11",1297392788,1164099,"0000000000-07-036159","filename1.pdf",61358,562,150,"robot"
"840","124.247.238.jbf","2011-02-11",1297392706,1164099,"0000950136-07-007732","filename16.htm",89195,562,150,"robot"
"841","115.108.68.fca","2011-02-11",1297392662,915354,"0001221585-06-000021","hldsfy06thirdqtr10-q.htm",162044,49,37,"human"
"842","124.247.238.jbf","2011-02-11",1297392574,1164099,"0000000000-07-021106","filename1.pdf",104155,562,150,"robot"
"843","124.247.238.jbf","2011-02-11",1297392433,1164099,"0000950136-07-004588","filename41.htm",56863,562,150,"robot"
"844","124.247.238.jbf","2011-02-11",1297392377,1412126,"0001078782-10-000718","bella10k123109.htm",228255,562,150,"robot"
"845","124.247.238.jbf","2011-02-11",1297392296,1164099,"0000950123-09-005840","y01400e20vf.htm",1301440,562,150,"robot"
"846","124.247.238.jbf","2011-02-11",1297392289,1164099,"0000950123-10-065786","y03707e20vf.htm",1073537,562,150,"robot"
"847","115.108.68.fca","2011-02-11",1297392269,1490304,"0000950123-10-095354","g22658a5sv1za.htm",3405189,49,37,"human"
"848","124.247.238.jbf","2011-02-11",1297392257,1328571,"0001193125-10-042473","d10k.htm",1648886,562,150,"robot"
"849","124.247.238.jbf","2011-02-11",1297392253,1328571,"0001193125-10-042473","dex231.htm",2108,562,150,"robot"
"850","124.247.238.jbf","2011-02-11",1297392230,1164099,"0000000000-07-000094","filename1.pdf",116724,562,150,"robot"
"851","202.129.197.dbe","2011-02-11",1297392121,1377318,"0001447572-11-000024","exh99_2.htm",5612,143,75,"robot"
"852","202.129.197.dbe","2011-02-11",1297392108,1377318,"0001447572-11-000024","exh99_1.htm",9117,143,75,"robot"
"853","202.129.197.dbe","2011-02-11",1297392091,1377318,"0001447572-11-000024","i11217.htm",19662,143,75,"robot"
"854","202.129.197.dbe","2011-02-11",1297392086,1377318,"0001447572-11-000024","exh10_1.htm",38849,143,75,"robot"
"855","124.247.238.jbf","2011-02-11",1297391985,1196298,"0001144204-10-018161","v179691_10k.htm",1761764,562,150,"robot"
"856","124.247.238.jbf","2011-02-11",1297391933,1328571,"0001193125-10-042473","d10k.htm",1648886,562,150,"robot"
"857","124.247.238.jbf","2011-02-11",1297391859,1164099,"0000950123-09-005840","y01400e20vf.htm",1301440,562,150,"robot"
"858","124.247.238.jbf","2011-02-11",1297391852,1164099,"0000950123-10-065786","y03707e20vf.htm",1073537,562,150,"robot"
"859","124.247.238.jbf","2011-02-11",1297391753,1164099,"0000950123-10-065786","y03707e20vf.htm",1073537,562,150,"robot"
"860","124.247.238.jbf","2011-02-11",1297391711,1412126,"0001078782-10-000718","bella10k123109.htm",228255,562,150,"robot"
"861","124.247.238.jbf","2011-02-11",1297391695,1063561,"0001047469-10-010504","a2201450z10-k.htm",2290929,562,150,"robot"
"862","124.247.238.jbf","2011-02-11",1297391650,1063561,"0001047469-10-010504","a2201450z10-k.htm",2290929,562,150,"robot"
"863","124.247.238.jbf","2011-02-11",1297391638,924940,"0000950123-10-056940","c58483exv23.htm",1939,562,150,"robot"
"864","124.247.238.jbf","2011-02-11",1297391601,924940,"0000950123-10-056940","c58483e10vk.htm",1047555,562,150,"robot"
"865","124.247.238.jbf","2011-02-11",1297391600,919745,"0001193125-10-211462","dex231.htm",1511,562,150,"robot"
"866","124.247.238.jbf","2011-02-11",1297391595,919745,"0001193125-10-051667","dex23.htm",1442,562,150,"robot"
"867","120.28.235.bch","2011-02-11",1297391580,1140028,"0001193805-11-000199","e608006_13da-talon.htm",347499,67,24,"robot"
"868","124.247.238.jbf","2011-02-11",1297391550,919745,"0001193125-10-051667","d10k.htm",1054872,562,150,"robot"
"869","124.247.238.jbf","2011-02-11",1297391509,908259,"0000950123-10-039834","b78742kae10vkza.htm",429178,562,150,"robot"
"870","124.247.238.jbf","2011-02-11",1297391485,908259,"0000950123-10-025064","b78742exv23w1.htm",5995,562,150,"robot"
"871","124.247.238.jbf","2011-02-11",1297391435,919745,"0001193125-10-259063","ds1a.htm",1688179,562,150,"robot"
"872","124.247.238.jbf","2011-02-11",1297391433,899723,"0000950123-10-017038","l38672exv23.htm",5172,562,150,"robot"
"873","124.247.238.jbf","2011-02-11",1297391387,890926,"0001193125-09-077905","ddef14a.htm",1030589,562,150,"robot"
"874","202.129.197.dbe","2011-02-11",1297391343,1418135,"0001299933-11-000458","exhibit2.htm",3356,143,75,"robot"
"875","124.247.238.jbf","2011-02-11",1297391337,908259,"0000950123-10-025064","b78742e10vk.htm",1181863,562,150,"robot"
"876","202.129.197.dbe","2011-02-11",1297391322,1418135,"0001299933-11-000458","exhibit1.htm",5281,143,75,"robot"
"877","202.129.197.dbe","2011-02-11",1297391315,1418135,"0001299933-11-000458","htm_40702.htm",12850,143,75,"robot"
"878","124.247.238.jbf","2011-02-11",1297391238,890926,"0001193125-09-048930","d10k.htm",4214030,562,150,"robot"
"879","124.247.238.jbf","2011-02-11",1297391229,899723,"0000950123-10-017038","l38672e10vk.htm",1675981,562,150,"robot"
"880","124.247.238.jbf","2011-02-11",1297391212,890926,"0001193125-10-046168","dex231.htm",1617,562,150,"robot"
"881","124.247.238.jbf","2011-02-11",1297391028,860518,"0001144204-09-053007","v162888_10k.htm",2031127,562,150,"robot"
"882","217.153.131.gha","2011-02-11",1297390923,1105705,"0000950123-10-014479","g21813e10vk.htm",2763866,2,2,"human"
"883","124.247.238.jbf","2011-02-11",1297390892,838879,"0000892569-09-000401","a51352b1exv23w1.htm",1502,562,150,"robot"
"884","124.247.238.jbf","2011-02-11",1297390694,723612,"0001193125-10-265312","ds4.htm",1075375,562,150,"robot"
"885","124.247.238.jbf","2011-02-11",1297390678,723612,"0001193125-10-265312","dex231.htm",1702,562,150,"robot"
"886","202.129.197.dbe","2011-02-11",1297390638,703360,"0000703360-11-000003","form8-k.htm",21868,143,75,"robot"
"887","124.247.238.jbf","2011-02-11",1297390625,723612,"0001193125-10-116593","ds4.htm",1068825,562,150,"robot"
"888","76.27.197.afh","2011-02-11",1297390076,1292556,"0001047469-10-003675","a2197941zdef14a.htm",380758,2,2,"human"
"889","24.9.209.jje","2011-02-11",1297389802,106444,"0000932471-06-000697","fixedincomefinal.htm",2749570,7,1,"human"
"890","24.9.209.jje","2011-02-11",1297389692,106444,"0000932471-07-000712","fixedincomefinal.htm",4446954,7,1,"human"
"891","24.9.209.jje","2011-02-11",1297389595,106444,"0000932471-08-001023","fixincfinal.htm",6616333,7,1,"human"
"892","24.9.209.jje","2011-02-11",1297389506,106444,"0000932471-09-000964","fixedincomfile_final.htm",7268409,7,1,"human"
"893","24.9.209.jje","2011-02-11",1297389396,106444,"0000932471-10-001680","fixedincomesecuritiesfinal.htm",11134391,7,1,"human"
"894","71.118.247.jhi","2011-02-11",1297389204,1380393,"0001209191-09-042506","xslF345X03/doc4.xml",27244,2,2,"human"
"895","88.226.143.cjj","2011-02-11",1297388884,1174891,"0001165527-10-001011","ex31-2.txt",3759,7,3,"human"
"896","88.226.143.cjj","2011-02-11",1297388882,1174891,"0001165527-10-001011","ex31-1.txt",3756,7,3,"human"
"897","88.226.143.cjj","2011-02-11",1297388880,1174891,"0001165527-10-001011","g4663.txt",257491,7,3,"human"
"898","98.207.222.jdi","2011-02-11",1297388232,1108320,"0001193125-10-255991","dex991.htm",8257,5,1,"human"
"899","98.207.222.jdi","2011-02-11",1297388217,1108320,"0001193125-10-258836","d10q.htm",625918,5,1,"human"
"900","67.185.174.hhj","2011-02-11",1297388041,1059763,"0001144204-10-012309","v176553_10k.htm",1628664,7,2,"human"
"901","67.185.174.hhj","2011-02-11",1297388040,1059763,"0001144204-10-019411","v180413_def14a.htm",962998,7,2,"human"
"902","115.108.68.fca","2011-02-11",1297387670,766659,"0001144204-10-031716","v187118_s1a.htm",4218309,49,37,"human"
"903","115.108.68.fca","2011-02-11",1297387665,766659,"0001144204-10-031716","v187118_s1a.htm",4218309,49,37,"human"
"904","122.165.218.cic","2011-02-11",1297387249,753772,"0001179350-11-000015","form10k_2010finalfiling.htm",1513671,29,21,"human"
"905","122.165.218.cic","2011-02-11",1297387235,815556,"0001193125-11-029081","d10k.htm",1348822,29,21,"human"
