"","ip","date","time","cik","accession","extention","size","frequencyCounter","cikDownloaded","LM"
"1","120.28.235.bch","2011-02-11",1297464908,739708,"0001193125-11-025949","dex992.htm",420078,67,24,"robot"
"2","120.28.235.bch","2011-02-11",1297464436,1400891,"0001193125-11-025939","dex992.htm",7338,67,24,"robot"
"3","67.164.40.bah","2011-02-11",1297464326,1230276,"0001193125-11-032963","ds1.htm",2488380,1,1,"human"
"4","190.250.25.bfb","2011-02-11",1297464146,1500837,"0001188112-11-000208","t69676_s1a.htm",5512783,4,3,"human"
"5","120.28.235.bch","2011-02-11",1297463886,1400891,"0001193125-11-025939","dex991.htm",476662,67,24,"robot"
"6","120.28.235.bch","2011-02-11",1297463745,1400891,"0001193125-11-025939","d8k.htm",18628,67,24,"robot"
"7","88.69.162.ghe","2011-02-11",1297462828,881695,"0000881695-11-000005","form8k.htm",29046,1,1,"human"
"8","76.215.116.dfg","2011-02-11",1297462439,80255,"0000080255-11-000133","enoc13gadec10.txt",8262,2,2,"human"
"9","76.215.116.dfg","2011-02-11",1297462428,1244937,"0000950123-11-011935","b84840e8vk.htm",15202,2,2,"human"
"10","202.129.197.dbe","2011-02-11",1297462027,854852,"0001104659-11-005335","a11-5381_18k.htm",31169,143,75,"robot"
"11","202.129.197.dbe","2011-02-11",1297462026,854852,"0001104659-11-005335","a11-5381_1ex99d1.htm",21199,143,75,"robot"
"12","190.250.25.bfb","2011-02-11",1297461842,1503063,"0001193125-11-025962","ds1a.htm",3092747,4,3,"human"
"13","202.129.197.dbe","2011-02-11",1297461675,1443646,"0001299933-11-000405","htm_40649.htm",12130,143,75,"robot"
"14","202.129.197.dbe","2011-02-11",1297461674,1443646,"0001299933-11-000405","exhibit1.htm",3674,143,75,"robot"
"15","24.79.104.ebg","2011-02-11",1297461662,1061768,"0001140361-11-008233","form13fhr.txt",5632,2,1,"human"
"16","67.111.227.bji","2011-02-11",1297461661,817979,"0001047469-11-000155","a2201601z424b3.htm",4384016,13,2,"human"
"17","202.129.197.dbe","2011-02-11",1297460369,1487730,"0000950142-11-000206","form8k_020111.htm",31753,143,75,"robot"
"18","202.129.197.dbe","2011-02-11",1297460368,1487730,"0000950142-11-000206","ex9901form8k_020111.htm",13977,143,75,"robot"
"19","202.129.197.dbe","2011-02-11",1297460016,1015155,"0001015155-11-000004","form8k.htm",28104,143,75,"robot"
"20","202.129.197.dbe","2011-02-11",1297460015,1015155,"0001015155-11-000004","exhibit991.htm",15110,143,75,"robot"
"21","202.129.197.dbe","2011-02-11",1297459127,1124608,"0001144204-11-006402","v210248_8k.htm",22547,143,75,"robot"
"22","202.129.197.dbe","2011-02-11",1297459126,1124608,"0001144204-11-006402","v210248_ex99-1.htm",14500,143,75,"robot"
"23","67.111.227.bji","2011-02-11",1297458677,817979,"0001104659-10-057262","a10-17348_110q.htm",2183908,13,2,"human"
"24","202.129.197.dbe","2011-02-11",1297458526,314606,"0001104659-11-006396","a11-5224_28k.htm",34993,143,75,"robot"
"25","202.129.197.dbe","2011-02-11",1297458526,314606,"0001104659-11-006396","a11-5224_2ex99d1.htm",7258,143,75,"robot"
"26","202.129.197.dbe","2011-02-11",1297458113,911421,"0000950103-11-000548","dp21145_ex9901.htm",10218,143,75,"robot"
"27","202.129.197.dbe","2011-02-11",1297458105,911421,"0000950103-11-000548","dp21145_8k.htm",31522,143,75,"robot"
"28","99.53.250.hdj","2011-02-11",1297457902,3952,"0000354204-11-000839","rrd162.htm",50184,3,1,"human"
"29","202.129.197.dbe","2011-02-11",1297457837,1137861,"0000950123-11-011801","g26077e8vk.htm",24353,143,75,"robot"
"30","202.129.197.dbe","2011-02-11",1297457836,1137861,"0000950123-11-011801","g26077exv99.htm",152992,143,75,"robot"
"31","67.111.227.bji","2011-02-11",1297457706,817979,"0001047469-10-002892","a2197675z10-k.htm",2515186,13,2,"human"
"32","190.250.25.bfb","2011-02-11",1297457526,1507240,"0001193125-10-280218","ds1.htm",4916745,4,3,"human"
"33","190.250.25.bfb","2011-02-11",1297457379,1507240,"0001193125-11-017440","ds1a.htm",5190770,4,3,"human"
"34","120.28.235.bch","2011-02-11",1297456229,1400891,"0001193125-11-025939","dex992.htm",7338,67,24,"robot"
"35","120.28.235.bch","2011-02-11",1297456214,1400891,"0001193125-11-025939","dex991.htm",476662,67,24,"robot"
"36","83.54.6.jie","2011-02-11",1297456051,1016118,"0001144204-08-057974","v128745_f6pos.htm",124484,1,1,"human"
"37","67.111.227.bji","2011-02-11",1297456050,817979,"0001104659-09-017677","a09-1495_110k.htm",3013359,13,2,"human"
"38","120.28.235.bch","2011-02-11",1297456034,1410064,"0001104659-11-005392","a11-5345_18k.htm",21604,67,24,"robot"
"39","120.28.235.bch","2011-02-11",1297455957,1261734,"0001144204-11-006314","v210198_ex3-1.htm",8519,67,24,"robot"
"40","120.28.235.bch","2011-02-11",1297455842,1261734,"0001144204-11-006314","v210198_8-k.htm",25370,67,24,"robot"
"41","69.137.232.fhf","2011-02-11",1297455631,1306900,"0000912282-10-000861","exeter6k_10272010.htm",37615,3,2,"human"
"42","69.137.232.fhf","2011-02-11",1297455605,1306900,"0000912282-10-000909","exeter6k_3q-09302010.htm",19913,3,2,"human"
"43","69.137.232.fhf","2011-02-11",1297455561,1277006,"0001277006-11-000012","exeter13gadec10.txt",6600,3,2,"human"
"44","24.12.168.edc","2011-02-11",1297455529,783412,"0001437749-11-000798","djc_10q-123110.htm",358321,1,1,"human"
"45","120.28.235.bch","2011-02-11",1297455410,1045942,"0001096906-11-000178","scra8k20110201ex99.htm",12921,67,24,"robot"
"46","200.126.131.fbb","2011-02-11",1297455278,1259429,"0001193125-11-032957","dn2.htm",2772065,1,1,"human"
"47","120.28.235.bch","2011-02-11",1297455038,1269127,"0001269127-11-000004","gers8kex99.htm",30018,67,24,"robot"
"48","99.192.5.agj","2011-02-11",1297454852,1061768,"0001140361-11-008233","form13fhr.txt",5632,1,1,"human"
"49","96.255.161.aej","2011-02-11",1297454829,921669,"0001140361-11-002446","xslF345X03/doc1.xml",21696,34,12,"human"
"50","96.255.161.aej","2011-02-11",1297454800,921669,"0000928475-11-000005",".txt",28352,34,12,"human"
"51","96.255.161.aej","2011-02-11",1297454785,921669,"0000928475-11-000005","lwsnsch13damd311111.txt",26172,34,12,"human"
"52","96.255.161.aej","2011-02-11",1297454773,921669,"0000928475-11-000008","mmisch13d011211.txt",38870,34,12,"human"
"53","96.255.161.aej","2011-02-11",1297454711,701811,"0000928475-11-000043","mentsch13damd10021011.txt",6063,34,12,"human"
"54","96.255.161.aej","2011-02-11",1297454685,701811,"0000928475-11-000045","mentdfan14a021011.txt",10160,34,12,"human"
"55","96.255.161.aej","2011-02-11",1297454668,921669,"0000928475-11-000047","motrsch13g021411.txt",14345,34,12,"human"
"56","96.255.161.aej","2011-02-11",1297454644,732485,"0000928475-11-000051","genzsch13g021411.txt",26133,34,12,"human"
"57","96.255.161.aej","2011-02-11",1297454616,21076,"0000928475-11-000041","clxsch13d021111.txt",58477,34,12,"human"
"58","72.201.56.bji","2011-02-11",1297454221,1501089,"0001047469-10-008062","a2200147z10-12b.htm",36701,2,1,"human"
"59","72.201.56.bji","2011-02-11",1297454174,1501089,"0001047469-10-008062",".txt",2037905,2,1,"human"
"60","98.220.219.bfc","2011-02-11",1297453992,1230276,"0001193125-11-032963","ds1.htm",2488380,1,1,"human"
"61","67.111.227.bji","2011-02-11",1297453685,817979,"0001104659-08-018033","a08-2746_110k.htm",2863999,13,2,"human"
"62","207.154.108.gcd","2011-02-11",1297452410,1105343,"0001144204-11-007718","v210716_sc13g.htm",310217,4,2,"human"
"63","207.154.108.gcd","2011-02-11",1297452237,1108185,"0001085146-11-000238","ocnw_21011.htm",28889,4,2,"human"
"64","207.154.108.gcd","2011-02-11",1297452159,1108185,"0000919574-11-000864","d1170180_13g-a.htm",159637,4,2,"human"
"65","207.154.108.gcd","2011-02-11",1297451912,1108185,"0001193125-11-032447","d425.htm",116536,4,2,"human"
"66","208.82.86.edc","2011-02-11",1297451907,1011712,"0001104659-11-006823","a11-5461_4sc13ga.htm",100336,2,1,"human"
"67","208.82.86.edc","2011-02-11",1297451876,1011712,"0001104659-11-006823",".txt",102416,2,1,"human"
"68","137.53.241.fed","2011-02-11",1297451640,1087432,"0001193125-11-032969","dsc13ga.htm",105530,17,8,"human"
"69","137.53.241.fed","2011-02-11",1297451628,1087432,"0001104659-11-005812","a11-5173_10sc13ga.htm",111203,17,8,"human"
"70","137.53.241.fed","2011-02-11",1297451569,1005731,"0001039565-11-000003",".txt",2787,17,8,"human"
"71","137.53.241.fed","2011-02-11",1297451564,1005731,"0001039565-11-000003","idt13g10.txt",777,17,8,"human"
"72","137.53.241.fed","2011-02-11",1297451525,354204,"0000354204-11-001155","rrd478.htm",50131,17,8,"human"
"73","137.53.241.fed","2011-02-11",1297451488,354204,"0000354204-11-001156","rrd479.htm",50147,17,8,"human"
"74","137.53.241.fed","2011-02-11",1297451468,1005731,"0001037389-11-000045","idt.txt",14096,17,8,"human"
"75","137.53.241.fed","2011-02-11",1297451455,1005731,"0001086364-11-004225","idtcorp013111.txt",10346,17,8,"human"
"76","137.53.241.fed","2011-02-11",1297451443,1005731,"0001213900-11-000614","f8k020911ex99i_idt.htm",81968,17,8,"human"
"77","137.53.241.fed","2011-02-11",1297451437,1005731,"0001213900-11-000614","f8k020911_idt.htm",34203,17,8,"human"
"78","137.53.241.fed","2011-02-11",1297451389,1000180,"0000357235-11-000085","sandisk.txt",4755,17,8,"human"
"79","137.53.241.fed","2011-02-11",1297451364,102909,"0000932471-11-001491","sandisk.htm",38070,17,8,"human"
"80","174.57.171.bif","2011-02-11",1297451363,1446727,"0001144204-11-007871","v210917_s1.htm",1648379,3,3,"human"
"81","137.53.241.fed","2011-02-11",1297451350,895421,"0000895421-11-000182","sandisk.txt",11224,17,8,"human"
"82","137.53.241.fed","2011-02-11",1297451084,1033331,"0001193125-11-032761","dsc13ga.htm",42870,17,8,"human"
"83","137.53.241.fed","2011-02-11",1297451033,1065280,"0001086364-11-004235","netflixinc013111.txt",10798,17,8,"human"
"84","137.53.241.fed","2011-02-11",1297451003,1065280,"0001086364-11-003432","netflixinc123110.txt",11688,17,8,"human"
"85","137.53.241.fed","2011-02-11",1297450937,1065280,"0000950123-11-009324","f58199sc13dza.htm",197490,17,8,"human"
"86","174.18.3.jhd","2011-02-11",1297450595,790070,"0001193125-10-246132","d10q.htm",1196901,2,2,"human"
"87","174.18.3.jhd","2011-02-11",1297450422,814549,"0000950123-11-011572","c12255e8vk.htm",9888,2,2,"human"
"88","206.190.70.dff","2011-02-11",1297449866,93751,"0000093748-11-000039","super10.txt",7355,3,3,"human"
"89","85.144.161.fbd","2011-02-11",1297449005,1415813,"0001415812-09-000009","r8k-060109ar.htm",249898,1,1,"human"
"90","206.171.8.jea","2011-02-11",1297448730,807985,"0000807985-11-000017","dell13g4.txt",13214,20,7,"human"
"91","206.171.8.jea","2011-02-11",1297448255,1001916,"0001181431-06-051726","xslF345X02/rrd129669.xml",21965,20,7,"human"
"92","206.171.8.jea","2011-02-11",1297448224,1001916,"0001181431-07-025600","xslF345X02/rrd154794.xml",20307,20,7,"human"
"93","206.171.8.jea","2011-02-11",1297448189,1001916,"0001181431-07-048717","xslF345X02/rrd167720.xml",18487,20,7,"human"
"94","206.171.8.jea","2011-02-11",1297448165,1001916,"0001181431-06-051495","xslF345X02/rrd129741.xml",17779,20,7,"human"
"95","206.171.8.jea","2011-02-11",1297448113,1001916,"0001181431-07-060038","xslF345X02/rrd173852.xml",22823,20,7,"human"
"96","206.171.8.jea","2011-02-11",1297448011,1001916,"0001193125-06-230463","d10q.htm",408217,20,7,"human"
"97","206.171.8.jea","2011-02-11",1297447992,1001916,"0001193125-06-230463",".txt",533389,20,7,"human"
"98","206.171.8.jea","2011-02-11",1297447934,1001916,"0001193125-06-230463","dex1011.htm",35345,20,7,"human"
"99","206.171.8.jea","2011-02-11",1297447904,1001916,"0001193125-07-236660",".txt",382342,20,7,"human"
"100","206.190.70.dff","2011-02-11",1297447760,1452384,"0001193125-10-254199","d10q.htm",483571,3,3,"human"
"101","99.112.164.ehg","2011-02-11",1297447388,1230276,"0001193125-11-032963","ds1.htm",2488380,2,1,"human"
"102","206.190.70.dff","2011-02-11",1297447008,1086888,"0001145443-11-000188","d27860.htm",60065,3,3,"human"
"103","67.111.227.bji","2011-02-11",1297445537,817979,"0001104659-07-017839","a07-5846_110k.htm",2909383,13,2,"human"
"104","67.111.227.bji","2011-02-11",1297445360,817979,"0001104659-11-006914","a11-5842_1424b3.htm",25341,13,2,"human"
"105","67.111.227.bji","2011-02-11",1297445325,817979,"0001104659-11-006416","a11-5686_18k.htm",18269,13,2,"human"
"106","66.31.21.aig","2011-02-11",1297445225,351077,"0000950124-07-001199","k12691e10vk.htm",1585841,6,2,"human"
"107","67.111.227.bji","2011-02-11",1297445201,817979,"0001104659-11-006915","a11-5842_2424b3.htm",26436,13,2,"human"
"108","66.31.21.aig","2011-02-11",1297445172,351077,"0000950123-10-100788","k49773e10vq.htm",1171491,6,2,"human"
"109","86.184.85.bgd","2011-02-11",1297445155,829224,"0001193125-10-266333","d10k.htm",1762536,6,1,"human"
"110","216.239.45.ech","2011-02-11",1297444875,1288776,"0001127602-10-026893","xslF345X03/form4.xml",34117,49,13,"human"
"111","216.239.45.ech","2011-02-11",1297444859,1288776,"0001127602-10-026895","xslF345X03/form4.xml",39948,49,13,"human"
"112","216.239.45.ech","2011-02-11",1297444857,1288776,"0001127602-10-026899","xslF345X03/form4.xml",29839,49,13,"human"
"113","216.239.45.ech","2011-02-11",1297444848,1032455,"0001127602-10-026907","xslF345X03/form4.xml",43917,49,13,"human"
"114","216.239.45.ech","2011-02-11",1297444845,1032455,"0001127602-10-026908","xslF345X03/form4.xml",37181,49,13,"human"
"115","69.28.149.hjh","2011-02-11",1297444840,1230276,"0001193125-11-032963","ds1.htm",2488380,39,6,"human"
"116","216.239.45.ech","2011-02-11",1297444834,1032455,"0001127602-10-026909","xslF345X03/form4.xml",23748,49,13,"human"
"117","76.118.34.iji","2011-02-11",1297444827,929887,"0000950123-09-053647","p16132e10vk.htm",2206313,2,1,"human"
"118","216.239.45.ech","2011-02-11",1297444809,1288776,"0001127602-10-026975","xslF345X03/form4.xml",26195,49,13,"human"
"119","216.239.45.ech","2011-02-11",1297444799,1288776,"0001127602-10-026975","xslF345X03/form4.xml",26195,49,13,"human"
"120","216.239.45.ech","2011-02-11",1297444742,1288776,"0001127602-10-027024","xslF345X03/form4.xml",22290,49,13,"human"
"121","66.81.51.gif","2011-02-11",1297444358,39092,"0000950123-11-012659","h79338e10vq.htm",133180,1,1,"human"
"122","189.97.92.fef","2011-02-11",1297444119,757011,"0000757011-11-000017","xslF345X03/primary_doc.xml",19402,6,1,"human"
"123","189.97.92.fef","2011-02-11",1297444118,757011,"0000757011-11-000018","xslF345X03/primary_doc.xml",19399,6,1,"human"
"124","189.97.92.fef","2011-02-11",1297444116,757011,"0000757011-11-000019","xslF345X03/primary_doc.xml",18825,6,1,"human"
"125","189.97.92.fef","2011-02-11",1297444112,757011,"0000757011-11-000020","xslF345X03/primary_doc.xml",18831,6,1,"human"
"126","189.97.92.fef","2011-02-11",1297444110,757011,"0000757011-11-000021","xslF345X03/primary_doc.xml",19397,6,1,"human"
"127","99.244.252.caf","2011-02-11",1297443987,1230276,"0001193125-11-032963","ds1.htm",2488380,6,2,"human"
"128","213.226.236.baj","2011-02-11",1297443292,1086888,"0001145443-11-000188","d27860.htm",60065,34,27,"human"
"129","69.105.143.efj","2011-02-11",1297442298,1173334,"0000950123-11-012592","c62975e13fvhr.txt",5569,6,4,"human"
"130","69.105.143.efj","2011-02-11",1297442273,1166291,"0000950123-11-012696","c62980sc13gza.htm",88247,6,4,"human"
"131","69.105.143.efj","2011-02-11",1297442225,93751,"0000093748-11-000014","berkshire10.txt",7389,6,4,"human"
"132","94.101.3.ggf","2011-02-11",1297441750,764180,"0001193125-11-018237","d8k.htm",17215,6,2,"human"
"133","99.53.250.hdj","2011-02-11",1297441520,3952,"0001085146-11-000224","adgi_21011.htm",28903,3,1,"human"
"134","68.125.103.afh","2011-02-11",1297441106,775345,"0000775345-11-000006","pressrelease.htm",754770,1,1,"human"
"135","189.97.92.fef","2011-02-11",1297440924,757011,"0000950123-11-012693","c59952e10vk.htm",1199421,6,1,"human"
"136","95.112.6.fbb","2011-02-11",1297440226,794107,"0000794107-08-000023","cala8k111908.txt",2176,2,1,"human"
"137","83.143.42.gfj","2011-02-11",1297440158,354204,"0000354204-11-000735","rrd058.htm",50168,32,4,"human"
"138","95.112.6.fbb","2011-02-11",1297440121,794107,"0001273515-11-000003","ver4calaq309.htm",114555,2,1,"human"
"139","83.143.42.gfj","2011-02-11",1297440120,1328650,"0001328650-10-000043","exhibit99_1.htm",120218,32,4,"human"
"140","83.143.42.gfj","2011-02-11",1297440106,1328650,"0001328650-10-000046","body8-k.htm",24931,32,4,"human"
"141","83.143.42.gfj","2011-02-11",1297440085,1328650,"0001328650-10-000054","exhibit99_1.htm",110588,32,4,"human"
"142","88.109.78.ddh","2011-02-11",1297440076,63908,"0001140361-11-008261","xslF345X03/doc1.xml",24716,1,1,"human"
"143","83.143.42.gfj","2011-02-11",1297440059,1328650,"0001328650-10-000049","exhibit99_1.htm",312491,32,4,"human"
"144","83.143.42.gfj","2011-02-11",1297440043,1328650,"0001328650-10-000029","exhibit99_1.htm",142860,32,4,"human"
"145","83.143.42.gfj","2011-02-11",1297440027,1328650,"0001328650-10-000015","exhibit99_1.htm",166916,32,4,"human"
"146","83.143.42.gfj","2011-02-11",1297440005,1328650,"0001328650-10-000011","exhibit99_1.htm",176519,32,4,"human"
"147","83.143.42.gfj","2011-02-11",1297439982,1328650,"0001328650-10-000009","exhibit99_1.htm",375231,32,4,"human"
"148","83.143.42.gfj","2011-02-11",1297439949,1080910,"0000903423-10-000150","slimbronco-13da1_0222.htm",403143,32,4,"human"
"149","83.143.42.gfj","2011-02-11",1297439891,1328650,"0001328650-10-000007","exhibit10_1.htm",14746,32,4,"human"
"150","83.143.42.gfj","2011-02-11",1297439883,1328650,"0001328650-10-000007","body_8k.htm",34972,32,4,"human"
"151","83.143.42.gfj","2011-02-11",1297439785,1071039,"0001193125-10-026763",".txt",11676,32,4,"human"
"152","83.143.42.gfj","2011-02-11",1297439758,1328650,"0001328650-10-000003","exhibit99_1.htm",168192,32,4,"human"
"153","98.173.1.eff","2011-02-11",1297439755,820738,"0001193125-11-011105","ddef14a.htm",213316,3,1,"human"
"154","83.143.42.gfj","2011-02-11",1297439751,1328650,"0001328650-10-000003","body8_k.htm",35165,32,4,"human"
"155","83.143.42.gfj","2011-02-11",1297439733,1328650,"0001086364-10-008798","broncodrilling012910.txt",11753,32,4,"human"
"156","98.173.1.eff","2011-02-11",1297439711,820738,"0001179110-11-002432","xslF345X03/edgar.xml",18064,3,1,"human"
"157","83.143.42.gfj","2011-02-11",1297439703,354204,"0000354204-10-000785","rrd057.htm",50168,32,4,"human"
"158","83.143.42.gfj","2011-02-11",1297439682,1328650,"0001086364-10-007102",".txt",14825,32,4,"human"
"159","83.143.42.gfj","2011-02-11",1297439659,1328650,"0001328650-10-000001","exhibit99_1.htm",170459,32,4,"human"
"160","83.143.42.gfj","2011-02-11",1297439638,1328650,"0001328650-09-000043","exhibit99_1.htm",9557,32,4,"human"
"161","83.143.42.gfj","2011-02-11",1297439626,1328650,"0001328650-09-000041","exhibit99_1.htm",162348,32,4,"human"
"162","83.143.42.gfj","2011-02-11",1297439603,1328650,"0000950123-09-048957","d69111def14a.htm",394907,32,4,"human"
"163","83.143.42.gfj","2011-02-11",1297439472,1328650,"0001328650-09-000037","body10-q.htm",1135703,32,4,"human"
"164","83.143.42.gfj","2011-02-11",1297439453,1328650,"0001328650-09-000034","exhibit99_1.htm",260260,32,4,"human"
"165","83.143.42.gfj","2011-02-11",1297439436,1328650,"0001328650-09-000039","exhibit99_1.htm",141064,32,4,"human"
"166","83.143.42.gfj","2011-02-11",1297439412,1328650,"0001328650-09-000032","exhibit99_1.htm",164370,32,4,"human"
"167","83.143.42.gfj","2011-02-11",1297439395,1080910,"0001104659-09-055834","a09-27156_1sc13d.htm",342071,32,4,"human"
"168","83.143.42.gfj","2011-02-11",1297439387,1080910,"0001104659-09-055834","a09-27156_1ex99d1.htm",43664,32,4,"human"
"169","83.143.42.gfj","2011-02-11",1297439362,1328650,"0001328650-09-000022","exhibit99_1.htm",350131,32,4,"human"
"170","83.143.42.gfj","2011-02-11",1297439348,1328650,"0001328650-09-000013","exhibit99_1.htm",284859,32,4,"human"
"171","98.173.1.eff","2011-02-11",1297439314,820738,"0001193125-11-032799","d10q.htm",371900,3,1,"human"
"172","72.160.36.baj","2011-02-11",1297439210,1092299,"0001117768-03-000024","casareg.txt",29832,11,1,"human"
"173","128.59.154.hee","2011-02-11",1297439186,807707,"0000814375-11-000003","audiovox10.txt",8509,9,4,"human"
"174","72.160.36.baj","2011-02-11",1297439186,1092299,"0001094891-01-500274","cybermark_10qsb-63001.txt",28333,11,1,"human"
"175","128.59.154.hee","2011-02-11",1297439163,807707,"0001061768-11-000013","voxx13gamend3.htm",131672,9,4,"human"
"176","64.245.141.jde","2011-02-11",1297439133,21344,"0001047469-10-001476","a2195739z10-k.htm",1903858,3,3,"human"
"177","128.59.154.hee","2011-02-11",1297439094,1061768,"0001061768-11-000014","ufs13gamend2.htm",130722,9,4,"human"
"178","67.184.75.ghe","2011-02-11",1297439033,1166380,"0001181431-11-006202","xslFormDX01/primary_doc.xml",69478,4,2,"human"
"179","83.143.42.gfj","2011-02-11",1297439028,1328650,"0001328650-08-000039","exhibit99_1.htm",194858,32,4,"human"
"180","99.53.250.hdj","2011-02-11",1297439008,3952,"0000950123-11-012739","c62974fsc13gza.htm",35749,3,1,"human"
"181","72.160.36.baj","2011-02-11",1297439003,1092299,"0001117768-02-000039","cmseptq.htm",55806,11,1,"human"
"182","67.184.75.ghe","2011-02-11",1297438941,1011712,"0001104659-11-006823","a11-5461_4sc13ga.htm",100336,4,2,"human"
"183","72.160.36.baj","2011-02-11",1297438916,1092299,"0001117768-03-000002","exhibit.htm",92137,11,1,"human"
"184","72.160.36.baj","2011-02-11",1297438870,1092299,"0001117768-02-000043","cybera.htm",8094,11,1,"human"
"185","67.184.75.ghe","2011-02-11",1297438789,1166380,"0001193125-11-032596","dsc13ga.htm",543107,4,2,"human"
"186","72.160.36.baj","2011-02-11",1297438786,1092299,"0001117768-02-000033","cyberk.htm",5890,11,1,"human"
"187","67.184.75.ghe","2011-02-11",1297438774,1166380,"0001193125-11-032596",".txt",546761,4,2,"human"
"188","128.59.154.hee","2011-02-11",1297438609,1328910,"0000929638-11-000113","seneca_13gatronox.htm",89583,9,4,"human"
"189","72.160.36.baj","2011-02-11",1297438569,1092299,"0001094891-00-000415","-0001.txt",32262,11,1,"human"
"190","24.145.213.beh","2011-02-11",1297438476,1135906,"0001181431-11-009065","xslF345X03/rrd300472.xml",17778,232,175,"robot"
"191","24.145.213.beh","2011-02-11",1297438461,108772,"0001127602-11-004820","xslF345X03/form4.xml",17037,232,175,"robot"
"192","24.145.213.beh","2011-02-11",1297438441,885275,"0001252865-11-000006","xslF345X03/primary_doc.xml",17010,232,175,"robot"
"193","24.145.213.beh","2011-02-11",1297438428,1212545,"0001209191-11-008360","xslF345X03/doc4.xml",17889,232,175,"robot"
"194","24.145.213.beh","2011-02-11",1297438420,929008,"0001209191-11-008384","xslF345X03/doc4.xml",17702,232,175,"robot"
"195","24.145.213.beh","2011-02-11",1297438403,884219,"0001341522-11-000009","xslF345X03/edgardoc.xml",16996,232,175,"robot"
"196","24.145.213.beh","2011-02-11",1297438387,36104,"0001225208-11-005324","xslF345X03/doc4.xml",28309,232,175,"robot"
"197","24.145.213.beh","2011-02-11",1297438378,731766,"0001209191-11-008512","xslF345X03/doc4.xml",17809,232,175,"robot"
"198","24.145.213.beh","2011-02-11",1297438366,320431,"0001295405-11-000001","xslF345X03/primary_doc.xml",18091,232,175,"robot"
"199","24.145.213.beh","2011-02-11",1297438349,101382,"0001127602-11-002651","xslF345X03/form4.xml",18133,232,175,"robot"
"200","24.145.213.beh","2011-02-11",1297438341,101382,"0001127602-11-000998","xslF345X03/form4.xml",17264,232,175,"robot"
"201","24.145.213.beh","2011-02-11",1297438336,101382,"0001127602-11-002605","xslF345X03/form4.xml",17013,232,175,"robot"
"202","24.145.213.beh","2011-02-11",1297438328,101382,"0001127602-11-003705","xslF345X03/form4.xml",17023,232,175,"robot"
"203","24.145.213.beh","2011-02-11",1297438319,101382,"0001127602-09-002147","xslF345X03/form4.xml",17571,232,175,"robot"
"204","24.145.213.beh","2011-02-11",1297438315,101382,"0001127602-10-002518","xslF345X03/form4.xml",17567,232,175,"robot"
"205","24.145.213.beh","2011-02-11",1297438310,101382,"0001127602-10-002545","xslF345X03/form4a.xml",17251,232,175,"robot"
"206","24.145.213.beh","2011-02-11",1297438295,101382,"0001127602-11-001269","xslF345X03/form4.xml",18536,232,175,"robot"
"207","24.145.213.beh","2011-02-11",1297438291,101382,"0001127602-11-002604","xslF345X03/form4.xml",17019,232,175,"robot"
"208","24.145.213.beh","2011-02-11",1297438284,101382,"0001127602-11-003877","xslF345X03/form4.xml",22999,232,175,"robot"
"209","24.145.213.beh","2011-02-11",1297438275,101382,"0000101382-06-000027","xslF345X02/san400.xml",18339,232,175,"robot"
"210","24.145.213.beh","2011-02-11",1297438270,101382,"0000101382-07-000006","xslF345X02/doc.xml",18649,232,175,"robot"
"211","24.145.213.beh","2011-02-11",1297438265,101382,"0000101382-08-000019","xslF345X02/doc.xml",18216,232,175,"robot"
"212","24.145.213.beh","2011-02-11",1297438259,101382,"0001127602-09-002174","xslF345X03/form4.xml",18141,232,175,"robot"
"213","24.145.213.beh","2011-02-11",1297438253,101382,"0001127602-10-002550","xslF345X03/form4.xml",18141,232,175,"robot"
"214","24.145.213.beh","2011-02-11",1297438246,101382,"0001127602-11-002648","xslF345X03/form4.xml",18141,232,175,"robot"
"215","24.145.213.beh","2011-02-11",1297438226,101382,"0001127602-11-004878","xslF345X03/form4.xml",18870,232,175,"robot"
"216","24.145.213.beh","2011-02-11",1297438218,1257391,"0001181431-11-009041","xslF345X03/rrd300855.xml",25957,232,175,"robot"
"217","24.145.213.beh","2011-02-11",1297438201,768899,"0001181431-11-009207","xslF345X03/rrd300852.xml",18188,232,175,"robot"
"218","209.66.120.ggf","2011-02-11",1297438199,101830,"0001193125-10-042491","d10k.htm",2620022,3,2,"human"
"219","24.145.213.beh","2011-02-11",1297438194,1260221,"0001209191-11-008495","xslF345X03/doc4.xml",28905,232,175,"robot"
"220","24.145.213.beh","2011-02-11",1297438159,98222,"0001140361-11-007662","xslF345X03/doc1.xml",20167,232,175,"robot"
"221","24.145.213.beh","2011-02-11",1297438154,1085280,"0001455011-11-000006","xslF345X03/edgardoc.xml",19544,232,175,"robot"
"222","24.145.213.beh","2011-02-11",1297438136,730263,"0001140361-11-004446","xslF345X03/doc1.xml",18987,232,175,"robot"
"223","24.145.213.beh","2011-02-11",1297438127,730263,"0001140361-11-007809","xslF345X03/doc1.xml",17225,232,175,"robot"
"224","24.145.213.beh","2011-02-11",1297438120,97210,"0001479936-11-000040","xslF345X03/edgar.xml",17267,232,175,"robot"
"225","24.145.213.beh","2011-02-11",1297438112,86115,"0000086115-11-000008","xslF345X03/edgardoc.xml",19015,232,175,"robot"
"226","24.145.213.beh","2011-02-11",1297438105,1206264,"0001140361-11-007867","xslF345X03/doc1.xml",18481,232,175,"robot"
